"ID","POST_ID","MS_ID","MS_SPACEID","CAP_COLOR","METER_TYPE","SMART_METE","ACTIVESENS","JURISDICTI","ON_OFF_STR","OSP_ID","RATEAREA","SFPARKAREA","STREET_NUM","STREETNAME","STREET_SEG","Location"
"863","224-31320","-","0","Black","SS","N","N","SFMTA","ON","0","MC3"," ","3132","24TH ST","1340000","(37.752491, -122.415062)"
"350","612-03100","612-03002","10","Black","MS","Y","N","SFMTA","ON","0","MC5","Civic Center","310","POLK ST","10549000","(37.779502, -122.418309)"
"1571","612-11042","612-11040","2","Black","MS","N","N","SFMTA","ON","0","MC3"," ","1104","POLK ST","10563000","(37.786994, -122.419883)"
"1175","701-18295","701-18290","5","Black","MS","N","N","SFMTA","ON","0","MC3"," ","1829","VAN NESS AVE","13160101","(37.792675, -122.422958)"
"29","666-24120","-","0","Black","SS","N","N","SFMTA","ON","0","MC3"," ","2412","SUTTER ST","12343000","(37.785237, -122.440382)"
"1677","681-25273","681-25270","3","Black","MS","N","N","SFMTA","ON","0","MC5","Fisherman's Wharf","2527","TAYLOR ST","12463000","(37.806193, -122.41547)"
"2134","561-00312","561-00310","2","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","31","MAIN ST","8627000","(37.792663, -122.395833)"
"39","462-05231","462-05230","1","Black","MS","N","N","SFMTA","ON","0","MC3"," ","523","HAIGHT ST","6608000","(37.771944, -122.431239)"
"1218","419-04242","419-04240","2","Black","MS","N","N","SFMTA","ON","0","MC5","Civic Center","424","FRANKLIN ST","5804000","(37.778688, -122.421567)"
"599","440-08404","440-08400","4","Black","MS","N","N","SFMTA","ON","0","MC3"," ","840","GEARY ST","6116000","(37.786203, -122.417777)"
"2148","359-05175","359-05170","5","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","517","CLAY ST","4084000","(37.794707, -122.402089)"
"161","502-06261","502-06260","1","Black","MS","N","N","SFMTA","ON","0","MC2"," ","626","JONES ST","7572000","(37.787447, -122.413229)"
"1503","700-06226","700-06220","6","Black","MS","N","N","SFMTA","ON","0","MC5","Mission","622","VALENCIA ST","13062000","(37.762617, -122.421774)"
"1752","324-11026","324-11020","6","Black","MS","N","N","SFMTA","ON","0","MC3"," ","1102","BATTERY ST","2767000","(37.801535, -122.401566)"
"821","336-07262","336-07260","2","Black","MS","N","N","SFMTA","ON","0","MC1"," ","726","BUSH ST","3437000","(37.790115, -122.409656)"
"562","561-00017","561-00010","7","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","1","MAIN ST","8627000","(37.79293, -122.396168)"
"1667","336-07264","336-07260","4","Black","MS","N","N","SFMTA","ON","0","MC1"," ","726","BUSH ST","3437000","(37.790112, -122.409677)"
"393","359-05381","359-05380","1","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","538","CLAY ST","4085000","(37.794779, -122.402863)"
"1488","471-06698","471-06690","8","Black","MS","Y","N","SFMTA","ON","0","MC5","South Embarcadero","669","HARRISON ST","6716000","(37.782674, -122.397062)"
"298","442-05430","-","0","Black","SS","N","N","SFMTA","ON","0","MC5","Civic Center","543","GOLDEN GATE AVE","6265000","(37.780996, -122.42018)"
"71","611-03730","-","0","Black","SS","N","N","SFMTA","ON","0","MC3"," ","373","PARNASSUS AVE","10293000","(37.763594, -122.457191)"
"425","209-04380","-","0","Black","SS","N","N","SFMTA","ON","0","MC3"," ","438","09TH ST","458000","(37.771664, -122.409138)"
"193","324-10261","324-10260","1","Black","MS","N","N","SFMTA","ON","0","MC3"," ","1026","BATTERY ST","2766000","(37.801174, -122.401492)"
"408","580-00011","580-00010","1","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","1","NATOMA ST","9507000","(37.788854, -122.396647)"
"694","700-01510","700-01570","10","Black","MS","N","N","SFMTA","ON","0","MC3"," ","151","VALENCIA ST","13053000","(37.770208, -122.422289)"
"631","892-00026","892-00001","26","Black","MS","N","N","PORT","OFF","892","PortMC2"," ","0","EMBARCADERO NORTH","12553201","(37.796485, -122.394614)"
"430","563-03180","563-03002","18","Black","MS","Y","N","SFMTA","ON","0","MC5","Civic Center","318","MCALLISTER ST","8893000","(37.780511, -122.417498)"
"1825","651-00166","651-00160","6","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","16","SANSOME ST","11542000","(37.790758, -122.400581)"
"276","469-17580","-","0","Black","SS","N","N","SFMTA","ON","0","MC3"," ","1758","HOLLOWAY AVE","6998201","(37.721013, -122.480485)"
"789","658-00243","658-00240","3","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","24","SPEAR ST","12044000","(37.793338, -122.395189)"
"22","331-05190","-","0","Black","SS","Y","N","SFMTA","ON","0","MC5","South Embarcadero","519","BRYANT ST","3283000","(37.78071, -122.396448)"
"1620","501-01165","501-01160","5","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","116","JESSIE ST","7517000","(37.78809, -122.400854)"
"2151","359-05172","359-05170","2","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","517","CLAY ST","4084000","(37.794712, -122.402051)"
"1371","211-00054","211-00050","4","Black","MS","N","N","SFMTA","ON","0","MC2"," ","5","11TH ST","508000","(37.775429, -122.41835)"
"138","663-33360","-","0","Black","SS","Y","N","SFMTA","ON","0","MC5","Marina","3336","STEINER ST","12156000","(37.800521, -122.437804)"
"2033","413-07054","413-07050","4","Black","MS","N","N","SFMTA","ON","0","MC3"," ","705","FILBERT ST","5504000","(37.801101, -122.411071)"
"166","651-00208","651-00200","8","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","20","SANSOME ST","11542000","(37.790936, -122.400618)"
"816","561-02104","561-02100","4","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","210","MAIN ST","8629000","(37.790244, -122.393061)"
"2133","561-00313","561-00310","3","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","31","MAIN ST","8627000","(37.792656, -122.395824)"
"730","420-02330","-","0","Black","SS","N","N","SFMTA","ON","0","MC5","Downtown","233","FREMONT ST","5863000","(37.788676, -122.394303)"
"34","684-03951","684-03950","1","Black","MS","Y","N","SFMTA","ON","0","MC5","South Embarcadero","395","TOWNSEND ST","12663000","(37.775306, -122.397049)"
"1239","568-02274","568-02270","4","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","227","MISSION ST","9085000","(37.791414, -122.395338)"
"2016","525-00509","525-00500","9","Black","MS","Y","N","SFMTA","ON","0","MC5","Downtown","50","KAPLAN LN","7741000","(37.784918, -122.398844)"
"1884","661-01267","661-01260","7","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","126","STEVENSON ST","12166000","(37.788391, -122.401406)"
"1561","568-02330","568-02330","10","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","233","MISSION ST","9085000","(37.791312, -122.395466)"
"93","819-00200","819-00002","20","Black","MS","N","N","PORT","ON","0","PortMC1"," ","20","BROADWAY","3142000","(37.798978, -122.398567)"
"1424","330-03270","-","0","Black","SS","Y","N","SFMTA","ON","0","MC5","South Embarcadero","327","BRANNAN ST","3074000","(37.781289, -122.392622)"
"917","600-03166","600-03160","6","Black","MS","N","N","SFMTA","ON","0","MC2"," ","316","PACIFIC AVE","10119000","(37.79762, -122.401499)"
"468","109-12430","-","0","Black","SS","N","N","SFMTA","ON","0","MC3"," ","1243","09TH AVE","431000","(37.764743, -122.466429)"
"1939","684-03478","684-03470","8","Black","MS","Y","N","SFMTA","ON","0","MC5","South Embarcadero","347","TOWNSEND ST","12663000","(37.776048, -122.396093)"
"230","561-02151","561-02150","1","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","215","MAIN ST","8629000","(37.790581, -122.393226)"
"848","720-05257","720-05250","7","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","525","WASHINGTON ST","13409000","(37.795527, -122.40276)"
"567","561-00012","561-00010","2","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","1","MAIN ST","8627000","(37.792965, -122.396212)"
"485","561-00078","561-00070","8","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","7","MAIN ST","8627000","(37.792861, -122.396081)"
"1033","386-02084","386-02080","4","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","208","DRUMM ST","4972000","(37.795814, -122.396697)"
"253","720-05341","720-05340","1","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","534","WASHINGTON ST","13409000","(37.795629, -122.402972)"
"1838","210-01216","210-01210","6","Black","MS","N","N","SFMTA","ON","0","MC2"," ","121","10TH ST","484000","(37.774871, -122.415259)"
"1603","686-07122","686-07120","2","Black","MS","N","N","SFMTA","ON","0","MC5","Civic Center","712","TURK ST","12724000","(37.781945, -122.421254)"
"198","724-00230","-","0","Black","SS","N","N","SFMTA","ON","0","MC3"," ","23","WILLOW ST","13662000","(37.783645, -122.418456)"
"362","590-00450","-","0","Black","SS","Y","N","SFMTA","ON","0","MC5","Civic Center","45","OAK ST","9750000","(37.775179, -122.420815)"
"1366","211-00074","211-00070","4","Black","MS","N","N","SFMTA","ON","0","MC2"," ","7","11TH ST","508000","(37.775386, -122.418296)"
"66","600-03161","600-03160","1","Black","MS","N","N","SFMTA","ON","0","MC2"," ","316","PACIFIC AVE","10119000","(37.797628, -122.401433)"
"1921","684-03477","684-03470","7","Black","MS","Y","N","SFMTA","ON","0","MC5","South Embarcadero","347","TOWNSEND ST","12663000","(37.776051, -122.396089)"
"626","330-05360","-","0","Black","SS","Y","N","SFMTA","ON","0","MC5","South Embarcadero","536","BRANNAN ST","3080000","(37.777655, -122.397533)"
"1969","525-00811","525-00800","11","Black","MS","Y","N","SFMTA","ON","0","MC5","Downtown","81","KAPLAN LN","7741000","(37.784801, -122.398904)"
"880","705-06074","705-06070","4","Black","MS","N","N","SFMTA","ON","0","MC3"," ","607","VALLEJO ST","13092000","(37.798681, -122.40757)"
"853","502-06267","502-06260","7","Black","MS","N","N","SFMTA","ON","0","MC2"," ","626","JONES ST","7572000","(37.787516, -122.413243)"
"1556","568-02396","568-02390","6","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","239","MISSION ST","9085000","(37.791271, -122.395518)"
"436","857-17170","857-17001","17","Black","MS","N","N","PORT","ON","0","PortMC1"," ","1717","MONTGOMERY ST","9321000","(37.804885, -122.405256)"
"98","612-03140","612-03002","14","Black","MS","Y","N","SFMTA","ON","0","MC5","Civic Center","314","POLK ST","10549000","(37.77952, -122.418312)"
"330","667-01530","-","0","Black","SS","N","N","SFMTA","ON","0","MC3"," ","153","SOUTH VAN NESS AVE","12017101","(37.771421, -122.41794)"
"1179","684-04746","684-04740","6","Black","MS","Y","N","SFMTA","ON","0","MC3"," ","494","TOWNSEND ST","12664000","(37.773775, -122.399389)"
"1952","442-04017","442-04010","7","Black","MS","N","N","SFMTA","ON","0","MC5","Civic Center","401","GOLDEN GATE AVE","6264000","(37.781356, -122.417351)"
"1889","661-01262","661-01260","2","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","126","STEVENSON ST","12166000","(37.788422, -122.401367)"
"1297","328-00492","328-00490","2","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","49","BEALE ST","2863000","(37.791373, -122.395936)"
"666","324-10284","324-10280","4","Black","MS","N","N","SFMTA","ON","0","MC3"," ","1028","BATTERY ST","2766000","(37.801268, -122.401511)"
"1688","720-03435","720-03430","5","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","343","WASHINGTON ST","13405000","(37.795849, -122.400297)"
"1458","208-06670","-","0","Black","SS","N","N","SFMTA","ON","0","MC3"," ","667","08TH ST","417000","(37.770221, -122.403994)"
"2069","606-15184","606-15180","4","Black","MS","N","N","SFMTA","ON","0","MC3"," ","1518","PINE ST","10477000","(37.789616, -122.421063)"
"1820","651-00144","651-00140","4","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","14","SANSOME ST","11542000","(37.790683, -122.400566)"
"1625","501-01147","501-01140","7","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","114","JESSIE ST","7517000","(37.788132, -122.4008)"
"584","561-02219","561-02210","9","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","221","MAIN ST","8629000","(37.790319, -122.392899)"
"2201","561-02177","561-02170","7","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","217","MAIN ST","8629000","(37.790467, -122.393085)"
"523","472-09331","472-09330","1","Black","MS","N","N","SFMTA","ON","0","MC3"," ","933","HYDE ST","7124000","(37.789899, -122.417252)"
"831","500-15332","500-15330","2","Black","MS","N","N","SFMTA","ON","0","MC3"," ","1533","JACKSON ST","7395000","(37.794164, -122.420824)"
"890","600-05034","600-05030","4","Black","MS","N","N","SFMTA","ON","0","MC2"," ","503","PACIFIC AVE","10122000","(37.797233, -122.403881)"
"2180","892-00005","892-00001","5","Black","MS","N","N","PORT","OFF","892","PortMC2"," ","0","EMBARCADERO NORTH","12553201","(37.796457, -122.39468)"
"1160","218-40180","-","0","Black","SS","N","N","SFMTA","ON","0","MC3"," ","4018","18TH ST","891000","(37.760979, -122.434425)"
"462","590-00430","-","0","Black","SS","Y","N","SFMTA","ON","0","MC5","Civic Center","43","OAK ST","9750000","(37.775183, -122.420792)"
"1837","210-01217","210-01210","7","Black","MS","N","N","SFMTA","ON","0","MC2"," ","121","10TH ST","484000","(37.774864, -122.415251)"
"1788","359-05368","359-05360","8","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","536","CLAY ST","4085000","(37.794781, -122.402852)"
"2182","892-00003","892-00001","3","Black","MS","N","N","PORT","OFF","892","PortMC2"," ","0","EMBARCADERO NORTH","12553201","(37.796473, -122.394694)"
"494","593-00037","593-00030","7","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","3","OFARRELL ST","9720000","(37.786734, -122.405159)"
"1211","218-41135","218-41130","5","Black","MS","N","N","SFMTA","ON","0","MC3"," ","4113","18TH ST","892000","(37.7608, -122.435595)"
"1657","562-03223","562-03220","3","Black","MS","N","N","SFMTA","ON","0","MC1"," ","322","MASON ST","8803000","(37.786855, -122.409747)"
"1080","525-00112","525-00100","12","Black","MS","Y","N","SFMTA","ON","0","MC5","Downtown","11","KAPLAN LN","7741000","(37.785084, -122.399058)"
"1028","386-02125","386-02120","5","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","212","DRUMM ST","4972000","(37.795899, -122.396715)"
"2214","462-05136","462-05130","6","Black","MS","N","N","SFMTA","ON","0","MC3"," ","513","HAIGHT ST","6608000","(37.771981, -122.430942)"
"758","658-00367","658-00360","7","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","36","SPEAR ST","12044000","(37.793186, -122.394999)"
"683","328-01280","-","0","Black","SS","N","N","SFMTA","ON","0","MC5","Downtown","128","BEALE ST","2864000","(37.790532, -122.395187)"
"1196","614-17032","614-17030","2","Black","MS","N","N","SFMTA","ON","0","MC5","Fillmore","1703","POST ST","10645000","(37.785478, -122.429985)"
"2212","462-05233","462-05230","3","Black","MS","N","N","SFMTA","ON","0","MC3"," ","523","HAIGHT ST","6608000","(37.77194, -122.431266)"
"1408","442-04018","442-04010","8","Black","MS","N","N","SFMTA","ON","0","MC5","Civic Center","401","GOLDEN GATE AVE","6264000","(37.781355, -122.417363)"
"552","651-00079","651-00070","9","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","7","SANSOME ST","11542000","(37.79067, -122.400721)"
"1129","561-02024","561-02020","4","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","202","MAIN ST","8629000","(37.790462, -122.393335)"
"1282","420-00624","420-00620","4","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","62","FREMONT ST","5860000","(37.790525, -122.396899)"
"1635","463-00378","463-00370","8","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","37","HAWTHORNE ST","6809000","(37.784937, -122.398075)"
"1393","206-06290","-","0","Black","SS","Y","N","SFMTA","ON","0","MC3"," ","629","06TH ST","342000","(37.773744, -122.399501)"
"2229","445-01380","-","0","Black","SS","N","N","SFMTA","ON","0","MC3"," ","138","GREEN ST","6441000","(37.800387, -122.402465)"
"2113","561-00128","561-00120","8","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","12","MAIN ST","8627000","(37.792774, -122.396229)"
"1292","328-00512","328-00510","2","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","51","BEALE ST","2863000","(37.791331, -122.395883)"
"711","568-16608","568-16600","8","Black","MS","N","N","SFMTA","ON","0","MC3"," ","1660","MISSION ST","9110000","(37.771353, -122.419605)"
"457","542-03200","542-03002","20","Black","MS","Y","N","SFMTA","ON","0","MC5","Civic Center","320","LARKIN ST","8123000","(37.781086, -122.416995)"
"1741","363-01220","-","0","Black","SS","N","N","SFMTA","ON","0","MC2"," ","122","COLUMBUS AVE","4288000","(37.796694, -122.40482)"
"1911","684-03954","684-03950","4","Black","MS","Y","N","SFMTA","ON","0","MC5","South Embarcadero","395","TOWNSEND ST","12663000","(37.77529, -122.39707)"
"843","720-05314","720-05310","4","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","531","WASHINGTON ST","13409000","(37.795518, -122.402837)"
"325","418-01020","-","0","Black","SS","N","N","SFMTA","ON","0","MC5","South Embarcadero","102","FOLSOM ST","5651000","(37.790054, -122.391144)"
"1574","612-12283","612-12280","3","Black","MS","N","N","SFMTA","ON","0","MC3"," ","1228","POLK ST","10566000","(37.788314, -122.42015)"
"975","418-05036","418-05030","6","Black","MS","N","N","SFMTA","ON","0","MC5","South Embarcadero","503","FOLSOM ST","5657000","(37.787062, -122.394624)"
"1013","386-02037","386-02030","7","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","203","DRUMM ST","4972000","(37.795636, -122.396914)"
"286","359-05361","359-05360","1","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","536","CLAY ST","4085000","(37.794792, -122.402766)"
"225","440-06140","-","0","Black","SS","N","N","SFMTA","ON","0","MC3"," ","614","GEARY ST","6114000","(37.786705, -122.413872)"
"1107","561-02159","561-02150","9","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","215","MAIN ST","8629000","(37.790526, -122.393159)"
"1403","442-04036","442-04030","6","Black","MS","N","N","SFMTA","ON","0","MC5","Civic Center","403","GOLDEN GATE AVE","6264000","(37.781346, -122.417435)"
"1361","472-00525","472-00520","5","Black","MS","N","N","SFMTA","ON","0","MC5","Civic Center","52","HYDE ST","7114000","(37.780903, -122.415274)"
"2246","442-02043","442-02040","3","Black","MS","N","N","SFMTA","ON","0","MC2"," ","204","GOLDEN GATE AVE","6261000","(37.781902, -122.414089)"
"1351","472-00562","472-00560","2","Black","MS","N","N","SFMTA","ON","0","MC5","Civic Center","56","HYDE ST","7114000","(37.781012, -122.415296)"
"1937","684-03534","684-03530","4","Black","MS","Y","N","SFMTA","ON","0","MC5","South Embarcadero","353","TOWNSEND ST","12663000","(37.776026, -122.396121)"
"520","569-23291","569-23290","1","Black","MS","N","N","SFMTA","ON","0","MC3"," ","2329","MARKET ST","8767101","(37.763266, -122.434077)"
"1593","658-00546","658-00540","6","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","54","SPEAR ST","12044000","(37.792989, -122.394752)"
"743","324-05093","324-05090","3","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","509","BATTERY ST","2760000","(37.796201, -122.400641)"
"579","418-05015","418-05010","5","Black","MS","N","N","SFMTA","ON","0","MC5","South Embarcadero","501","FOLSOM ST","5657000","(37.787112, -122.394561)"
"698","386-02082","386-02080","2","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","208","DRUMM ST","4972000","(37.795795, -122.396694)"
"1090","569-23295","569-23290","5","Black","MS","N","N","SFMTA","ON","0","MC3"," ","2329","MARKET ST","8767101","(37.763237, -122.434114)"
"1235","568-02278","568-02270","8","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","227","MISSION ST","9085000","(37.791386, -122.395374)"
"1542","501-03035","501-03030","5","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","303","JESSIE ST","7520001","(37.784728, -122.404975)"
"1984","331-09032","331-09030","2","Black","MS","N","N","SFMTA","ON","0","MC3"," ","903","BRYANT ST","3293000","(37.774064, -122.404861)"
"875","330-03280","-","0","Black","SS","Y","N","SFMTA","ON","0","MC5","South Embarcadero","328","BRANNAN ST","3075000","(37.781462, -122.392709)"
"2158","651-05025","651-05020","5","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","502","SANSOME ST","11549000","(37.794993, -122.401448)"
"1144","561-00254","561-00250","4","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","25","MAIN ST","8627000","(37.79271, -122.395891)"
"2116","561-00125","561-00120","5","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","12","MAIN ST","8627000","(37.792797, -122.396257)"
"1763","331-05250","-","0","Black","SS","Y","N","SFMTA","ON","0","MC5","South Embarcadero","525","BRYANT ST","3283000","(37.780689, -122.396475)"
"2101","444-00102","444-00100","2","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","10","GRANT AVE","6381000","(37.787193, -122.40486)"
"1271","561-00166","561-00160","6","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","16","MAIN ST","8627000","(37.792645, -122.396067)"
"1852","211-00353","211-00350","3","Black","MS","N","N","SFMTA","ON","0","MC2"," ","35","11TH ST","508000","(37.774929, -122.417724)"
"1773","720-05242","720-05240","2","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","524","WASHINGTON ST","13408000","(37.79567, -122.402645)"
"1260","218-40063","218-40060","3","Black","MS","N","N","SFMTA","ON","0","MC3"," ","4006","18TH ST","891000","(37.760994, -122.434177)"
"318","401-07310","401-07001","31","Black","MS","N","N","SFMTA","ON","0","MC3"," ","731","ELLIS ST","5178000","(37.784061, -122.418683)"
"651","444-00081","444-00080","1","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","8","GRANT AVE","6381000","(37.78713, -122.404847)"
"949","700-01519","700-01570","9","Black","MS","N","N","SFMTA","ON","0","MC3"," ","151","VALENCIA ST","13053000","(37.770217, -122.42229)"
"1535","567-00965","567-00960","5","Black","MS","N","N","SFMTA","ON","0","MC1"," ","96","MINT ST","9064000","(37.782261, -122.407304)"
"1795","359-05349","359-05340","9","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","534","CLAY ST","4085000","(37.794793, -122.402754)"
"1018","386-02032","386-02030","2","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","203","DRUMM ST","4972000","(37.795587, -122.396904)"
"1954","442-04015","442-04010","5","Black","MS","N","N","SFMTA","ON","0","MC5","Civic Center","401","GOLDEN GATE AVE","6264000","(37.781359, -122.417328)"
"1805","209-02125","209-02120","5","Black","MS","N","N","SFMTA","ON","0","MC2"," ","212","09TH ST","451000","(37.774622, -122.412849)"
"157","216-31150","-","0","Black","SS","Y","N","SFMTA","ON","0","MC5","Mission","3115","16TH ST","732000","(37.764801, -122.422673)"
"616","568-02093","568-02090","3","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","209","MISSION ST","9085000","(37.791597, -122.395109)"
"1329","444-02032","444-02030","2","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","203","GRANT AVE","6384001","(37.788803, -122.405304)"
"1376","470-15275","470-15270","5","Black","MS","N","N","SFMTA","ON","0","MC3"," ","1527","HOWARD ST","7057000","(37.77246, -122.416162)"
"1122","561-02044","561-02040","4","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","204","MAIN ST","8629000","(37.790407, -122.393265)"
"1065","525-00204","525-00200","4","Black","MS","Y","N","SFMTA","ON","0","MC5","Downtown","20","KAPLAN LN","7741000","(37.785033, -122.399289)"
"1112","524-02465","524-02460","5","Black","MS","Y","N","SFMTA","ON","0","MC5","South Embarcadero","246","KING ST","7833201","(37.777353, -122.393031)"
"1971","525-00602","525-00600","2","Black","MS","Y","N","SFMTA","ON","0","MC5","Downtown","60","KAPLAN LN","7741000","(37.784954, -122.399096)"
"1228","472-00565","472-00560","5","Black","MS","N","N","SFMTA","ON","0","MC5","Civic Center","56","HYDE ST","7114000","(37.781044, -122.415302)"
"1857","359-05343","359-05340","3","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","534","CLAY ST","4085000","(37.794804, -122.402669)"
"726","847-05060","-","0","Black","SS","Y","N","PORT","ON","0","PortMC1"," ","506","JEFFERSON ST","7460000","(37.807634, -122.420917)"
"981","651-00183","651-00180","3","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","18","SANSOME ST","11542000","(37.79081, -122.400592)"
"404","561-00181","561-00180","1","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","18","MAIN ST","8627000","(37.792612, -122.396025)"
"1499","700-07473","700-07470","3","Black","MS","N","N","SFMTA","ON","0","MC5","Mission","747","VALENCIA ST","13064000","(37.760706, -122.421375)"
"10","440-38180","-","0","Black","SS","N","N","SFMTA","ON","0","MC3"," ","3818","GEARY BLVD","6058201","(37.781318, -122.460687)"
"1588","658-00549","658-00540","9","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","54","SPEAR ST","12044000","(37.792968, -122.394726)"
"1426","327-01291","327-01290","1","Black","MS","N","N","SFMTA","ON","0","MC3"," ","129","BROADWAY","3144000","(37.798531, -122.400792)"
"1097","583-02673","583-02670","3","Black","MS","N","N","SFMTA","ON","0","MC3"," ","267","NOE ST","9611000","(37.764546, -122.433052)"
"189","720-05251","720-05250","1","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","525","WASHINGTON ST","13408000","(37.79554, -122.402656)"
"1673","612-21343","612-21340","3","Black","MS","N","N","SFMTA","ON","0","MC3"," ","2134","POLK ST","10576000","(37.796762, -122.421855)"
"1541","501-03036","501-03030","6","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","303","JESSIE ST","7520001","(37.784722, -122.404983)"
"1007","386-02057","386-02050","7","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","205","DRUMM ST","4972000","(37.795708, -122.396928)"
"389","109-13450","-","0","Black","SS","N","N","SFMTA","ON","0","MC3"," ","1345","09TH AVE","432000","(37.762892, -122.46631)"
"1879","202-00134","202-00130","4","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","13","02ND ST","129000","(37.789023, -122.400944)"
"54","612-03020","612-03002","2","Black","MS","Y","N","SFMTA","ON","0","MC5","Civic Center","302","POLK ST","10549000","(37.779465, -122.418301)"
"1139","352-04052","352-04050","2","Black","MS","N","N","SFMTA","ON","0","MC3"," ","405","CASTRO ST","3790000","(37.762108, -122.435011)"
"1720","568-02097","568-02090","7","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","209","MISSION ST","9085000","(37.791572, -122.395141)"
"357","687-00650","-","0","Black","SS","N","N","SFMTA","ON","0","MC3"," ","65","TAPIA DR","12375000","(37.721622, -122.480579)"
"170","462-18060","-","0","Black","SS","N","N","SFMTA","ON","0","MC3"," ","1806","HAIGHT ST","6624000","(37.769419, -122.452039)"
"594","472-03374","472-03370","4","Black","MS","N","N","SFMTA","ON","0","MC3"," ","337","HYDE ST","7117000","(37.784307, -122.416116)"
"142","501-01201","501-01200","1","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","120","JESSIE ST","7517000","(37.788066, -122.400884)"
"870","606-15344","606-15340","4","Black","MS","N","N","SFMTA","ON","0","MC3"," ","1534","PINE ST","10477000","(37.789562, -122.421491)"
"611","573-01396","573-01390","6","Black","MS","N","N","SFMTA","ON","0","MC3"," ","139","ALICE B TOKLAS PL","9472000","(37.785224, -122.421065)"
"1756","324-11022","324-11020","2","Black","MS","N","N","SFMTA","ON","0","MC3"," ","1102","BATTERY ST","2767000","(37.801496, -122.401559)"
"784","658-00304","658-00300","4","Black","MS","N","N","SFMTA","ON","0","MC5","Downtown","30","SPEAR ST","12044000","(37.79327, -122.395104)"
